date,time,Timezone,format,text,favorite,date_utc,time_utc,notes,details
09-12-2021,20:48:31,Central Standard Time,QR_CODE,4sQZj/tJLiFvNSgga7W3qkzD57LnwYz+qZ8t1qVS75mOacSyM/FkOiz5A22yQrXVLCbTThbz10uTLUiU0HQWZg==,0,09-12-2021,20:48:31,4sQZj/tJLiFvNSgga7W3qkzD57LnwYz+qZ8t1qVS75mOacSyM/FkOiz5A22yQrXVLCbTThbz10uTLUiU0HQWZg==,
